Icon,Date/Time,Description,Event Type
TRUE,11/10/2009 0:41,Windows Genuine Advantage Notifications (KB905474) v.1.9.0040.0 :  : ,Program Installed
TRUE,11/10/2009 1:01,OpenOffice.org 3.1 v.3.1.9420 :  : ,Program Installed
TRUE,11/10/2009 1:07,Security Update for Windows XP (KB955069) v.1 :  : ,Program Installed
TRUE,11/10/2009 1:16,Security Update for Windows Internet Explorer 8 (KB971961) v.1 :  : ,Program Installed
TRUE,11/10/2009 1:29,{26A24AE4-039D-4CA4-87B4-2F83216017FB} :  : ,Program Installed
TRUE,11/10/2009 1:30,Java(TM) 6 Update 17 v.6.0.170 :  : ,Program Installed
TRUE,11/11/2009 0:12,WebFldrs XP v.9.50.7523 :  : ,Program Installed
TRUE,11/11/2009 9:16,SONY : CYBERSHOT : DSC00009.JPG,Exif
TRUE,11/11/2009 9:16,SONY : CYBERSHOT : DSC00009.JPG,Exif
TRUE,11/11/2009 9:17,SONY : CYBERSHOT : DSC00010.JPG,Exif
TRUE,11/11/2009 9:17,SONY : CYBERSHOT : DSC00010.JPG,Exif
TRUE,11/11/2009 9:17,SONY : CYBERSHOT : DSC00011.JPG,Exif
TRUE,11/11/2009 9:17,SONY : CYBERSHOT : DSC00011.JPG,Exif
TRUE,11/11/2009 9:18,SONY : CYBERSHOT : DSC00012.JPG,Exif
TRUE,11/11/2009 9:18,SONY : CYBERSHOT : DSC00012.JPG,Exif
TRUE,11/11/2009 9:18,SONY : CYBERSHOT : DSC00013.JPG,Exif
TRUE,11/11/2009 9:18,SONY : CYBERSHOT : DSC00013.JPG,Exif
TRUE,11/11/2009 9:18,SONY : CYBERSHOT : DSC00014.JPG,Exif
TRUE,11/11/2009 9:18,SONY : CYBERSHOT : DSC00014.JPG,Exif
TRUE,11/11/2009 15:02,USERINIT.EXE :  : Prefetch File,Program Run
TRUE,11/11/2009 15:02,EXPLORER.EXE :  : Prefetch File,Program Run
TRUE,11/11/2009 20:05,Security Update for Windows XP (KB969947) v.1 :  : ,Program Installed
TRUE,11/11/2009 20:05,Update for Windows Internet Explorer 8 (KB976749) v.1 :  : ,Program Installed
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00015.JPG,Exif
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00015.JPG,Exif
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00016.JPG,Exif
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00016.JPG,Exif
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00017.JPG,Exif
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00017.JPG,Exif
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00018.JPG,Exif
TRUE,11/11/2009 21:55,SONY : CYBERSHOT : DSC00018.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00019.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00019.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00020.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00020.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00021.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00021.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00022.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00022.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00023.JPG,Exif
TRUE,11/11/2009 21:56,SONY : CYBERSHOT : DSC00023.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00024.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00024.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00025.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00025.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00026.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00026.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00027.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00027.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00028.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00028.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00029.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00029.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00030.JPG,Exif
TRUE,11/12/2009 9:05,SONY : CYBERSHOT : DSC00030.JPG,Exif
TRUE,11/12/2009 9:06,SONY : CYBERSHOT : DSC00031.JPG,Exif
TRUE,11/12/2009 9:06,SONY : CYBERSHOT : DSC00031.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00032.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00032.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00033.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00033.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00034.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00034.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00035.JPG,Exif
TRUE,11/12/2009 9:08,SONY : CYBERSHOT : DSC00035.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00036.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00036.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00036.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00037.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00037.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00037.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00038.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00038.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00038.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00039.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00039.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00039.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00040.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00040.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00040.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00041.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00041.JPG,Exif
TRUE,11/12/2009 9:09,SONY : CYBERSHOT : DSC00041.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00042.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00042.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00042.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00043.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00043.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00043.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00044.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00044.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00044.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00045.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00045.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00045.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00046.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00046.JPG,Exif
TRUE,11/12/2009 9:10,SONY : CYBERSHOT : DSC00046.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00047.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00047.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00047.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00048.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00048.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00048.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00049.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00049.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00049.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00050.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00050.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00050.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00051.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00051.JPG,Exif
TRUE,11/12/2009 9:11,SONY : CYBERSHOT : DSC00051.JPG,Exif
TRUE,11/12/2009 20:46,CTFMON.EXE :  : Prefetch File,Program Run
TRUE,11/12/2009 20:50,FIREFOX SETUP 3.5.5.EXE :  : Prefetch File,Program Run
TRUE,11/12/2009 20:50,SETUP.EXE :  : Prefetch File,Program Run
TRUE,11/12/2009 20:58,ICWCONN1.EXE :  : Prefetch File,Program Run
TRUE,11/12/2009 21:30,REGSVR32.EXE :  : Prefetch File,Program Run
TRUE,11/12/2009 22:07,HELIX.EXE :  : Prefetch File,Program Run
TRUE,11/13/2009 1:52,Mozilla Firefox (3.5.5) v.3.5.5 (en-US) :  : ,Program Installed
TRUE,11/13/2009 1:59,Shell Bags: 55355,Custom Artifact Event
TRUE,11/13/2009 1:59,Python 2.6.4 v.2.6.4150 :  : ,Program Installed
TRUE,11/13/2009 19:55,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 13:47,JAVA.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 13:47,WMIC.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 14:26,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 19:08,SOFFICE.BIN :  : Prefetch File,Program Run
TRUE,11/16/2009 19:08,SOFFICE.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 19:10,C:\Documents and Settings\Jo\My Documents\Definitions.odt,Recent Documents
TRUE,11/16/2009 19:19,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 19:20,"LaCie, Ltd : Rugged Triple Interface Mobile Hard Drive : 00D04B881007C255",Devices Attached
TRUE,11/16/2009 19:22,MDD_1.3.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 19:25,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 21:01,IMAPI.EXE :  : Prefetch File,Program Run
TRUE,11/16/2009 21:01,ALG.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 0:21,Shell Bags: 55357,Custom Artifact Event
TRUE,11/17/2009 13:44,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 13:45,Alcor Micro Corp. : Flash Drive : 51491E64,Devices Attached
TRUE,11/17/2009 13:56,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 13:56,IEXPLORE.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 13:56,E:\M57biz.jpg,Recent Documents
TRUE,11/17/2009 13:56,E:\,Recent Documents
TRUE,11/17/2009 13:57,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 14:15,Document Created :  : ,Document Created
TRUE,11/17/2009 14:22,Document Created :  : ,Document Created
TRUE,11/17/2009 14:26,Document Created :  : ,Document Created
TRUE,11/17/2009 14:28,Document Created :  : ,Document Created
TRUE,11/17/2009 16:56,C:\Documents and Settings\Jo\Desktop\web\patentauto.py,Recent Documents
TRUE,11/17/2009 16:56,C:\Documents and Settings\Jo\Desktop\web,Recent Documents
TRUE,11/17/2009 16:57,NOTEPAD.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 16:57,C:\Documents and Settings\Jo\Desktop\web\urls.txt,Recent Documents
TRUE,11/17/2009 16:59,PYTHONW.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 17:00,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 17:00,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/17/2009 21:56,Shell Bags: 55360,Custom Artifact Event
TRUE,11/18/2009 1:19,Shell Bags: 55354,Custom Artifact Event
TRUE,11/18/2009 1:19,Shell Bags: 55353,Custom Artifact Event
TRUE,11/18/2009 1:22,Shell Bags: 55359,Custom Artifact Event
TRUE,11/18/2009 1:33,Document Last Saved :  : ,Document Last Saved
TRUE,11/18/2009 1:40,Document Last Saved :  : ,Document Last Saved
TRUE,11/18/2009 1:46,Document Last Saved :  : ,Document Last Saved
TRUE,11/18/2009 1:47,Document Last Saved :  : ,Document Last Saved
TRUE,11/18/2009 13:10,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/18/2009 13:10, : Vid_0000&Pid_7777 : 2B9ECCFF,Devices Attached
TRUE,11/18/2009 13:11,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/18/2009 13:12,C:\Documents and Settings\Jo\Desktop\Pics\NEW\DSC00009.JPG,Recent Documents
TRUE,11/18/2009 13:12,C:\Documents and Settings\Jo\Desktop\Pics,Recent Documents
TRUE,11/18/2009 13:13,C:\Documents and Settings\Jo\Desktop\Pics\NEW\HighQuality\DSC00003.JPG,Recent Documents
TRUE,11/18/2009 13:13,C:\Documents and Settings\Jo\Desktop\Pics\NEW\HighQuality,Recent Documents
TRUE,11/18/2009 13:22,C:\Documents and Settings\Jo\Desktop\Pics\HighQuality\DSC00008.JPG,Recent Documents
TRUE,11/18/2009 13:48,DEFRAG.EXE :  : Prefetch File,Program Run
TRUE,11/18/2009 13:48,DFRGNTFS.EXE :  : Prefetch File,Program Run
TRUE,11/18/2009 15:00,AVGSCANX.EXE :  : Prefetch File,Program Run
TRUE,11/18/2009 18:11,Shell Bags: 55361,Custom Artifact Event
TRUE,11/18/2009 18:12,Shell Bags: 55362,Custom Artifact Event
TRUE,11/19/2009 3:11,JAVAW.EXE :  : Prefetch File,Program Run
TRUE,11/19/2009 3:11,JAVAWS.EXE :  : Prefetch File,Program Run
TRUE,11/19/2009 12:23,C:\Documents and Settings\Jo\My Documents\Downloads,Recent Documents
TRUE,11/19/2009 12:23,C:\Documents and Settings\Jo\My Documents\Downloads\hardware_grid.csv,Recent Documents
TRUE,11/19/2009 17:56,PYTHON.EXE :  : Prefetch File,Program Run
TRUE,11/19/2009 18:53,CMD.EXE :  : Prefetch File,Program Run
TRUE,11/19/2009 19:01,MDD_1.3.EXE :  : Prefetch File,Program Run
TRUE,11/19/2009 20:07,NTOSBOOT :  : Prefetch File,Program Run
TRUE,11/19/2009 20:07,"Logitech, Inc. : Optical Wheel Mouse : 5&2f6f8af0&0&2",Devices Attached
TRUE,11/19/2009 22:41,HELPSVC.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 7:25,JAVA.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 11:25,AVGSRMAX.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:06,MSIMN.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:17,LOGON.SCR :  : Prefetch File,Program Run
TRUE,11/20/2009 12:29,WUAUCLT.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:36,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:37,Imation Corp. : Flash Drive : AADA04411400000B,Devices Attached
TRUE,11/20/2009 12:37,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:39,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:39,C:\Documents and Settings\Jo\Desktop\Pics\NEW\Cat.m4v,Recent Documents
TRUE,11/20/2009 12:39,SETUP_WM.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:39,C:\Documents and Settings\Jo\Desktop\Pics\NEW,Recent Documents
TRUE,11/20/2009 12:39,UNREGMP2.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:40,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:40,WMPLAYER.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:41,QUICKTIMEINSTALLER.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:42,QUICKTIMEINSTALLERADMIN.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:42,SOFTWAREUPDATE.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:42,DLLHOST.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:45,AVGUPD.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:47,AVGCMGR.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:47,WSCNTFY.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:47,AVGCHSVX.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,QTTASK.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,AVGWDSVC.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,AVGAM.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,AVGNSX.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,AVGEMC.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,AVGCSRVX.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,AVGFWS9.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:48,AVGTRAY.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:49,FIXCFG.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:49,AVGDIAGEX.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:49,AVGIDSMONITOR.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:50,C:\Documents and Settings\Jo\Desktop\Pics\NEW\Cat.mov,Recent Documents
TRUE,11/20/2009 12:50,C:\Documents and Settings\Jo\Desktop\Pics\NEW\Tigger.m4v,Recent Documents
TRUE,11/20/2009 12:51,C:\Documents and Settings\Jo\Desktop\Pics\NEW\TiggerTheCat.m4v,Recent Documents
TRUE,11/20/2009 12:52,C:\Documents and Settings\Jo\Desktop\Pics\NEW\TiggerTheCat (copy).m4v,Recent Documents
TRUE,11/20/2009 12:52,QUICKTIMEPLAYER.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:52,EXPORTCONTROLLER.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:54,RUNDLL32.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:58,FIREFOX.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:58,JQSNOTIFY.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:59,ADBERDR920_EN_US.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 12:59,WMIPRVSE.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:00,SETUP.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:00,MSIEXEC.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:04,VERCLSID.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:04,C:\Documents and Settings\Jo\Desktop\XFER-11-20-2010\95253.SCSI.Mathew+Malizia.pdf,Recent Documents
TRUE,11/20/2009 13:04,ACRORD32.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:04,ACRORD32INFO.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:04,C:\Documents and Settings\Jo\Desktop\XFER-11-20-2010,Recent Documents
TRUE,11/20/2009 13:04,EULA.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:05,LOGONUI.EXE :  : Prefetch File,Program Run
TRUE,11/20/2009 13:17, : ROOT_HUB : 4&28fef180&0,Devices Attached
TRUE,11/20/2009 13:17, : ROOT_HUB : 4&5e88044&0,Devices Attached
TRUE,11/20/2009 13:17, : ROOT_HUB20 : 4&36326108&0,Devices Attached
TRUE,11/20/2009 13:17,Dell Computer Corp. : Model L100 Keyboard : 5&2f6f8af0&0&2,Devices Attached
TRUE,11/20/2009 13:17, : ROOT_HUB : 4&389651e0&0,Devices Attached
TRUE,11/20/2009 13:17,Dell Computer Corp. : Mouse : 5&b81797c&0&1,Devices Attached
TRUE,11/20/2009 17:38,Shell Bags: 55346,Custom Artifact Event
TRUE,11/20/2009 17:39,Shell Bags: 55347,Custom Artifact Event
TRUE,11/20/2009 17:39,Shell Bags: 55363,Custom Artifact Event
TRUE,11/20/2009 17:39,Shell Bags: 55352,Custom Artifact Event
TRUE,11/20/2009 17:39,MPlayer2 :  : ,Program Installed
TRUE,11/20/2009 17:42,Apple Software Update v.2.1.1.116 :  : ,Program Installed
TRUE,11/20/2009 17:43,Apple Application Support v.1.1.0 :  : ,Program Installed
TRUE,11/20/2009 17:46,QuickTime v.7.65.17.80 :  : ,Program Installed
TRUE,11/20/2009 17:52,Shell Bags: 55364,Custom Artifact Event
TRUE,11/20/2009 17:54,Shell Bags: 55356,Custom Artifact Event
TRUE,11/20/2009 17:57,Shell Bags: 55365,Custom Artifact Event
TRUE,11/20/2009 18:04,Adobe Reader 9.2 v.9.2.0 :  : ,Program Installed
TRUE,11/20/2009 18:05,Shell Bags: 55336,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55337,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55338,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55339,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55340,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55341,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55342,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55343,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55344,Custom Artifact Event
TRUE,11/20/2009 18:05,Shell Bags: 55345,Custom Artifact Event
